,num_nodes,edge_prob,number_train_samples_per_dataset,root_std,non_root_std,baseline_binary,attention_binary,baseline_beta,attention_beta,baseline_uncertain,attention_uncertain
2795,6,0.12174206227064133,152,1.0774558385213215,1.1992848912874858,-0.014434814453125,-0.021688342094421387,-0.007362842559814453,-0.012418985366821289,-0.008893609046936035,-0.011233806610107422
2796,11,0.2605351209640503,178,1.276140034198761,0.46391306817531586,0.26504987478256226,0.2507389783859253,0.25958752632141113,0.24797415733337402,0.25696033239364624,0.2597770690917969
2797,12,0.2018495798110962,33,1.1854591608047484,0.6754714569875172,0.0631217360496521,0.1265447735786438,-0.2062845230102539,0.1538447141647339,-0.08030641078948975,-0.034340739250183105
2798,8,0.24435172975063324,87,1.0011025071144104,0.46227020025253296,-0.048427581787109375,-0.052734971046447754,-0.04915201663970947,-0.04771697521209717,-0.04769706726074219,-0.04551815986633301
2799,21,0.1439192146062851,85,1.076976552605629,0.5937460599576726,0.6464874744415283,0.06337785720825195,0.6571970582008362,0.6470253467559814,0.6653828024864197,0.6554789543151855
2800,4,0.31601235270500183,61,1.5752719044685364,0.4612138271331787,0.09007149934768677,-0.014991402626037598,0.10183817148208618,0.0989675521850586,0.08180123567581177,0.08309251070022583
2801,6,0.19879452884197235,171,0.6566441148519516,0.2652510404586792,0.08389943838119507,0.023617446422576904,0.08168643712997437,0.08262795209884644,0.08215945959091187,0.07894617319107056
2802,6,0.17297311127185822,164,0.9570543169975281,0.7056475281715393,0.47195351123809814,0.1699926257133484,0.46989351511001587,0.46983611583709717,0.4718194007873535,0.4700092673301697
2803,21,0.17414610087871552,104,0.797550642490387,0.3950102347880602,0.16163700819015503,0.12447875738143921,0.14469027519226074,0.1340978741645813,0.1545708179473877,0.13281410932540894
2804,3,0.38036873936653137,59,0.8630085289478302,0.40458452701568604,0.2163703441619873,0.13353049755096436,0.21229010820388794,0.2100886106491089,0.21447241306304932,0.21467119455337524
2805,22,0.12441928684711456,161,1.0124184985955555,0.5609089843928814,0.8565041422843933,0.7947447299957275,0.8377133011817932,0.864202082157135,0.8463218212127686,0.851952075958252
2806,8,0.18481825292110443,52,0.6405258476734161,0.6822307854890823,0.5640928745269775,-0.02273547649383545,0.5661822557449341,0.5168945789337158,0.5690001249313354,0.5357159376144409
2807,4,0.14691217243671417,32,0.4904678761959076,0.9721833169460297,-0.44023704528808594,-0.0313265323638916,-0.41810476779937744,-0.002920389175415039,-0.4463071823120117,0.008268594741821289
2808,6,0.17415641248226166,43,0.6255167350172997,0.922601968050003,-0.004689693450927734,-0.010646700859069824,-0.004043221473693848,-0.013560771942138672,-0.005875587463378906,-0.009415268898010254
2809,6,0.19522109627723694,117,0.4691741267840068,0.260556826988856,-0.0001283884048461914,-0.030599594116210938,0.0005928874015808105,0.01907140016555786,0.009096980094909668,0.021320581436157227
2810,7,0.2019614279270172,82,1.0353240668773651,0.5340831488370895,-0.02378368377685547,-0.00266873836517334,-0.025529980659484863,-0.02599799633026123,-0.01723766326904297,-0.02915501594543457
2811,7,0.26191890239715576,118,0.9525793194770813,0.9884128570556641,-0.019554972648620605,-0.07206106185913086,-0.011293411254882812,-0.029593825340270996,-0.020051956176757812,-0.014441490173339844
2812,7,0.11112543940544128,54,1.1114395081996917,0.39554786682128906,0.5919173955917358,0.47431403398513794,0.5928540229797363,0.5954254865646362,0.5913011431694031,0.5829149484634399
2813,11,0.2704205811023712,27,1.3562390208244324,0.4540877441565196,0.02577286958694458,0.027456223964691162,0.026555776596069336,0.03761333227157593,0.022483348846435547,0.035094499588012695
2814,8,0.20392470061779022,179,0.5033548474311829,0.4203857531150182,-0.038403868675231934,-0.029717087745666504,-0.0300217866897583,-0.03600656986236572,-0.038985490798950195,-0.04107952117919922
2815,9,0.11125114560127258,49,1.0989406829078991,0.36854998270670575,0.27203232049942017,0.1221572756767273,0.2874496579170227,0.2813259959220886,0.2692570090293884,0.27216821908950806
2816,11,0.2133338749408722,54,0.3394905626773834,0.48890595469209885,0.18826442956924438,0.17994117736816406,0.18669021129608154,0.2184830904006958,0.18698251247406006,0.23084062337875366
2817,9,0.255562961101532,123,0.5965548932552338,0.31781477853655815,0.3150865435600281,0.014052093029022217,0.3193243741989136,0.31042593717575073,0.31324702501296997,0.32815736532211304
2818,7,0.18394753336906433,121,1.2641606330871582,0.5887269973754883,0.4929882884025574,0.23304080963134766,0.4901665449142456,0.48803216218948364,0.4882439374923706,0.48631060123443604
2819,5,0.1702653020620346,166,0.6947985962033272,0.20285984873771667,-0.030692219734191895,-0.019664287567138672,-0.02776515483856201,-0.036216139793395996,-0.03355205059051514,-0.03925001621246338
2820,21,0.10351714491844177,23,1.0643829926848412,0.7696651701743786,-0.08270573616027832,-0.12221753597259521,-0.09827113151550293,-0.12240374088287354,-0.07542896270751953,-0.07041823863983154
2821,23,0.1098092645406723,173,1.3341715998119779,0.5685961299708912,0.5810637474060059,0.1894562840461731,0.5731627941131592,0.5835724472999573,0.5771548748016357,0.5810351371765137
2822,9,0.10983756929636002,106,1.4064912647008896,0.9448774099349976,0.24492686986923218,-0.03258156776428223,0.24459725618362427,0.2562263607978821,0.2507702112197876,0.2552403211593628
2823,10,0.23340900242328644,22,0.763695240020752,0.6167817456381661,-0.028115153312683105,-0.2068115472793579,-0.03849196434020996,0.030335724353790283,-0.01655113697052002,-0.012937068939208984
2824,7,0.32601678371429443,24,3.5984885692596436,0.7257162580887476,-0.013723254203796387,0.05332469940185547,-0.004590392112731934,-0.010347485542297363,0.0015581846237182617,-0.018497943878173828
2825,6,0.2207697629928589,111,0.9671017328898112,0.5423048635323843,-0.01308298110961914,0.0008112192153930664,-0.00955653190612793,-0.019353151321411133,-0.014608263969421387,-0.021206259727478027
2826,6,0.1717434972524643,185,1.401395606994629,2.015592098236084,0.09200417995452881,0.09582549333572388,0.09282076358795166,0.08819913864135742,0.0897594690322876,0.0900927186012268
2827,5,0.1034865453839302,55,1.0916949212551117,0.7182669639587402,0.5158178210258484,0.010058045387268066,0.5153537392616272,0.5147356986999512,0.5182827711105347,0.5158513784408569
2828,19,0.12642866373062134,41,1.0261085544313704,0.5258962462345759,0.1951187252998352,0.2051442265510559,0.20260125398635864,0.24244582653045654,0.20927977561950684,0.22842764854431152
2829,11,0.22751247882843018,144,0.49697813391685486,0.635540926030704,0.4966999292373657,0.012118339538574219,0.49686044454574585,0.5006153583526611,0.4903930425643921,0.5001606941223145
