,num_nodes,edge_prob,number_train_samples_per_dataset,root_std,non_root_std,baseline,attention
149,25,0.21322186291217804,166,1.5000680804252624,0.4311569698154926,0.9727798700332642,0.9760057926177979
150,19,0.18593211472034454,54,0.7555853600303332,0.5452786122377102,0.823855996131897,0.8270139694213867
151,7,0.27664390206336975,142,1.1481039226055145,0.4560832500457764,-0.06413710117340088,-0.036388278007507324
152,10,0.2964136302471161,126,0.4220226854085922,0.46234657934733797,0.8142567276954651,0.8140600323677063
153,10,0.25484499335289,5,0.6217684348424276,0.5243444485323769,-0.55389404296875,-0.5630214214324951
154,14,0.15310922265052795,148,1.1553002707660198,0.3259769504268964,0.8395841121673584,0.8333116769790649
155,3,0.2535306513309479,29,1.651035726070404,0.35659438371658325,0.09997248649597168,0.1510852575302124
156,18,0.18207836151123047,154,0.9693002700805664,0.48752490603006804,0.8286030292510986,0.8379285335540771
157,7,0.11395658552646637,63,1.9777107387781143,1.2534144123395283,-0.07902741432189941,-0.04839825630187988
158,6,0.22440074384212494,57,1.8340758681297302,0.5369494445621967,0.6268447637557983,0.6257739067077637
159,19,0.12114381045103073,165,1.2108997636371188,0.5830185621976852,0.3510291576385498,0.36916643381118774
160,7,0.2089691460132599,193,1.3322694301605225,0.749011504650116,0.8412833213806152,0.8417274355888367
161,3,0.10826463252305984,120,1.2338567674160004,0.2859780192375183,0.6063198447227478,0.5997785925865173
162,4,0.33635401725769043,37,2.0003358721733093,0.3428110033273697,0.945839524269104,0.9460630416870117
163,16,0.15719370543956757,75,1.4061776200930278,0.48995469361543653,0.20071768760681152,0.2489849328994751
164,25,0.18882198631763458,148,1.297016101224082,0.6051604565646913,-0.11477196216583252,0.017372488975524902
165,24,0.13959233462810516,103,1.6122392416000366,0.5780324464042982,-0.057781219482421875,-3.8504600524902344e-05
166,20,0.1433510184288025,129,1.3478182926774025,0.6906175625820955,-0.050200581550598145,-0.022663235664367676
167,21,0.16171041131019592,29,1.2161580324172974,0.6718764709574836,0.28654199838638306,0.3197159171104431
168,10,0.18490275740623474,170,0.6921597570180893,0.5714796806375185,0.0007866024971008301,-0.011491894721984863
169,22,0.25273746252059937,142,0.6316769818464915,0.7854764963451185,0.0652315616607666,0.044176340103149414
170,15,0.17271973192691803,53,0.7185742085178694,0.45296959082285565,0.8889884948730469,0.909796953201294
171,6,0.14250808954238892,199,1.213855803012848,0.40242723375558853,0.0839076042175293,0.10008090734481812
172,11,0.1573157012462616,70,1.0269279293715954,0.9805635213851929,0.571311354637146,0.5775960683822632
173,17,0.20274260640144348,191,1.2684479554494221,0.5796058263097491,0.9491868615150452,0.9508527517318726
174,9,0.3497973382472992,182,1.3556409180164337,0.4461665281227657,0.7995034456253052,0.8120946884155273
