,num_nodes,edge_prob,number_train_samples_per_dataset,root_std,non_root_std,baseline,nll
8150,8,0.3830985426902771,144,0.8537143071492513,0.8358432918787002,0.00015438431000802666,0.00023277739819604903
8151,14,0.12172668427228928,170,1.4848187386989593,0.4581727348268032,2.465704483256559e-06,3.7924178286630195e-06
8152,13,0.2973237633705139,81,1.073274314403534,0.6547069415450096,4.0609753341414034e-05,4.021218774141744e-05
8153,6,0.23964877426624298,74,0.3072527199983597,0.5135449171066284,9.470840268477332e-06,9.387044883624185e-06
8154,18,0.13313081860542297,53,0.8712375334330967,0.5100973776795648,7.788089533278253e-06,8.63837431097636e-06
8155,15,0.17238681018352509,141,1.1418618932366371,0.4971970532621656,8.262431947514415e-06,9.017033335112501e-06
8156,10,0.20665769279003143,11,0.7920225113630295,0.5217688182989756,2.9755283321719617e-05,2.87884940917138e-05
8157,11,0.187135711312294,143,1.050734519958496,0.5653427347540856,9.288802539231256e-05,9.092716209124774e-05
8158,11,0.11235134303569794,152,1.184701967984438,0.737097978591919,9.896574511003564e-07,1.2050739996993798e-06
8159,13,0.16148824989795685,123,1.2772824168205261,0.34501127153635025,2.10431117011467e-05,3.544711580616422e-05
8160,13,0.13731519877910614,17,1.3218719996511936,0.3781884372234344,9.43001577979885e-06,1.035897366818972e-05
8161,7,0.2051270753145218,120,0.7494147792458534,0.6428687473138174,0.00011834196629934013,0.00011588894267333671
8162,4,0.11860427260398865,53,0.38923588395118713,0.6020999848842621,5.5243643146241084e-05,5.886052531423047e-05
8163,4,0.39054960012435913,126,0.920901894569397,0.5016334801912308,1.6956915942500927e-06,2.0448542272788472e-06
8164,7,0.3500136435031891,181,0.8890751997629801,0.8328039348125458,1.8759925524136634e-06,2.0553927697619656e-06
8165,11,0.2692597210407257,21,0.5043510471781095,0.8516375422477722,5.922566197114065e-05,6.106925866333768e-05
8166,13,0.1615319699048996,45,1.0462345033884048,0.7026007605923547,7.372864274657331e-06,7.588680546177784e-06
8167,13,0.19157721102237701,34,1.5371324121952057,0.7087003625929356,2.667038188519655e-06,6.675471013295464e-06
8168,12,0.13627205789089203,32,1.0050296410918236,0.5725945308804512,1.4126762835076079e-06,1.6529902495676652e-06
8169,10,0.1229923889040947,157,0.48552536964416504,0.748095785578092,1.6648471500957385e-05,1.7464310076320544e-05
8170,16,0.10523829609155655,195,0.742442958884769,0.6303069506372724,2.3812046492821537e-05,2.4254151867353357e-05
8171,7,0.34956201910972595,86,1.0744416266679764,0.6169536232948303,8.611603448116512e-07,1.0229497320324299e-06
8172,25,0.1064223125576973,130,1.0870023582662856,0.36265119744671714,1.8275972252013162e-05,1.8511682355892844e-05
8173,7,0.3623106777667999,113,0.6005420088768005,0.6545102834701538,1.740212428558152e-05,1.8867116523324512e-05
8174,3,0.17032653093338013,129,1.3887996077537537,0.578620433807373,4.8433530537295155e-06,8.458279808110092e-06
8175,9,0.12173300981521606,60,0.728865717848142,0.6577238440513611,6.998999742791057e-05,7.183266279753298e-05
8176,5,0.1722036451101303,36,1.0590661416451137,1.0396538078784943,2.647160954438732e-06,7.442426522175083e-06
8177,9,0.14165371656417847,133,1.0464748740196228,0.5015387386083603,0.00011299658217467368,0.00011948573228437454
8178,10,0.15595504641532898,143,0.9637816786766052,0.7988248109817505,4.993639777239878e-06,5.389572834246792e-06
8179,5,0.13156747817993164,200,1.1405926644802094,0.3444097936153412,3.060512608499266e-05,3.308332816231996e-05
8180,12,0.22491097450256348,179,0.9241017699241638,0.7341612006227175,5.018108026888513e-07,1.0308548326065647e-06
8181,15,0.16896332800388336,171,0.6435362622141838,0.5462429906640734,1.46576157931122e-05,1.578714909555856e-05
8182,4,0.1680678278207779,15,2.0965102910995483,0.5597865283489227,6.077893431211123e-06,7.101479241100606e-06
8183,4,0.13565732538700104,196,0.5819659233093262,0.5026431779066721,2.1206025849096477e-05,2.2116335458122194e-05
8184,13,0.16425181925296783,20,1.3596958816051483,0.4535001549455855,2.7965324989054352e-05,2.785361539281439e-05
8185,13,0.11326006799936295,158,1.0765340973933537,0.6658140761511666,1.7897915313369595e-05,1.8520097000873648e-05
8186,3,0.3235918879508972,174,0.7232944965362549,1.5873811542987823,1.9247398086008616e-05,2.1815943910041824e-05
8187,11,0.1613672971725464,67,0.49295251071453094,0.5542570948600769,2.040647086687386e-05,2.2128842829260975e-05
8188,7,0.1470755934715271,185,1.8923342029253643,0.5367705300450325,4.849566721532028e-06,5.445478564070072e-06
8189,9,0.14571884274482727,9,0.921244889497757,0.6293356060981751,1.2824770237784833e-05,1.8977070794790052e-05
8190,22,0.10667476803064346,58,1.4523944072425365,0.66372492483684,6.537891022162512e-05,6.542418122990057e-05
8191,5,0.32213330268859863,112,0.8192800208926201,0.2914389669895172,4.0345563320443034e-05,4.555308260023594e-05
8192,7,0.3640424311161041,114,2.035497486591339,0.38402401804924013,8.988181798486039e-05,9.66356456046924e-05
8193,7,0.19031016528606415,62,1.1153167545795442,0.7153966724872589,7.222081421787152e-06,1.0970502444251906e-05
8194,12,0.23151172697544098,150,0.730847179889679,0.8209463871187634,5.425095878308639e-06,2.1237408873275854e-05
8195,13,0.21177904307842255,13,1.0544163435697556,0.6137085656325022,4.863833282797714e-07,7.29933162801899e-07
8196,12,0.1727212369441986,33,0.9526243731379509,0.637985210865736,8.66203299665358e-06,9.108654921874404e-06
8197,5,0.14425115287303925,51,0.7131038804848989,0.7401591837406158,1.3152885912859347e-05,1.3853695236321073e-05
8198,7,0.16617581248283386,148,1.9863646825154622,0.6174580566585064,2.99726798402844e-05,3.106607618974522e-05
8199,3,0.22737780213356018,155,0.48572544753551483,0.2691669166088104,7.692318467888981e-05,8.194980182452127e-05
8200,5,0.2962518036365509,83,1.6468145847320557,0.8016516963640848,8.403147830904345e-07,9.583869768903241e-07
8201,12,0.2933937609195709,142,1.3776072144508362,0.5190501830407551,4.84797237731982e-05,5.24028655490838e-05
8202,7,0.23023271560668945,59,1.0653888434171677,0.6047345201174418,2.1096782347740373e-06,2.305203679497936e-06
8203,16,0.10045572370290756,196,1.0087267577648162,0.6234140843153,2.1740066586062312e-05,2.2443853595177643e-05
8204,3,0.3201301395893097,169,1.078656479716301,0.9109594821929932,6.461708835558966e-05,6.814312655478716e-05
8205,16,0.11163987219333649,18,0.7643414470884535,0.6618658219064985,5.827094810229028e-06,6.734253474860452e-06
8206,25,0.12604333460330963,132,1.0913664363324642,0.7997239880702075,1.5460156646440737e-05,1.7037124052876607e-05
8207,13,0.22482840716838837,41,1.4625440736611683,0.737052287374224,4.5246501940710004e-06,4.634092874766793e-06
8208,8,0.14663922786712646,179,1.6208159774541855,0.3653041459619999,4.853633072343655e-05,5.831662565469742e-05
8209,13,0.1354365050792694,69,0.8240672690527779,0.5897500813007355,5.473803867062088e-06,8.977694051282015e-06
8210,10,0.23663641512393951,35,0.667296227812767,0.5707062184810638,1.0887065400311258e-05,1.3190327990741935e-05
8211,10,0.12984773516654968,195,0.9352705478668213,0.890474334359169,5.9017147577833384e-05,6.189122359501198e-05
8212,13,0.16847248375415802,47,0.9509147597210748,0.5920350899298986,5.540095116884913e-06,6.037092589394888e-06
8213,12,0.13175374269485474,100,1.116581666469574,0.559847714645522,7.774154255457688e-06,8.359664207091555e-06
8214,11,0.3699103593826294,16,0.3453410069147746,0.434236790984869,2.408451837254688e-05,2.3106449589249678e-05
8215,3,0.32580164074897766,10,0.41843241453170776,1.1988095045089722,5.034565333517094e-07,7.934768291306682e-07
8216,17,0.10260409861803055,137,0.49711769819259644,0.5924618374556303,5.443636837298982e-05,5.518465331988409e-05
8217,7,0.30955538153648376,180,1.7634533643722534,0.4401794970035553,1.992957004404161e-05,1.9947316104662605e-05
8218,9,0.1761564165353775,12,0.8239639103412628,0.5843884825706482,4.487127114316536e-07,6.686331062155659e-07
8219,7,0.2917279005050659,83,2.1982750296592712,0.9833025157451629,0.00011762519716285169,0.00013892025162931532
8220,4,0.11130349338054657,50,0.6171023547649384,0.4041006863117218,2.7237161702942103e-05,2.7826608857139945e-05
8221,3,0.2566896378993988,155,0.9844154715538025,0.3585931956768036,1.1684310265991371e-05,1.995035017898772e-05
8222,6,0.38286009430885315,138,0.272527813911438,0.7076052367687226,3.362240931892302e-06,3.5209809539082926e-06
8223,24,0.10548459738492966,158,1.2751847079821996,0.6284408639459049,1.7878581274999306e-05,1.8470720533514395e-05
8224,18,0.10338955372571945,181,1.129512995481491,0.5278580064574877,1.2762810911226552e-05,1.3169701560400426e-05
8225,5,0.2593103349208832,179,0.895932118097941,0.6754553094506264,8.587948832428083e-05,8.488367166137323e-05
8226,21,0.14400404691696167,118,0.4373792827129364,0.5121515626087785,3.6015230762131978e-06,4.13181760450243e-06
8227,15,0.1060275062918663,169,1.0455015493290765,0.726194478571415,2.1357911919039907e-06,2.3840891572035616e-06
8228,5,0.2698564827442169,81,1.4697142640749614,0.6571780741214752,3.5362805306249356e-07,8.492243068758398e-07
8229,11,0.38546252250671387,182,0.43025946617126465,1.0026546286212072,8.04267438070383e-06,9.503080036665779e-06
8230,11,0.146737739443779,63,1.3435043096542358,0.6482747197151184,2.6373878426966257e-05,2.685989238671027e-05
8231,13,0.1015210673213005,130,1.308377464612325,0.49664074182510376,1.0826540801645024e-06,1.3048862683717743e-06
8232,4,0.39071932435035706,88,1.1754643718401592,0.40843766927719116,2.6431443984620273e-05,3.0570274248020723e-05
8233,11,0.2667217254638672,152,0.5612189471721649,0.76506017976337,1.7326505258097313e-05,1.7615908291190863e-05
8234,18,0.11153241991996765,145,0.8454012498259544,0.5626162675519785,7.009721230133437e-06,1.579528907313943e-05
8235,7,0.15891578793525696,44,0.7684599757194519,0.5375230684876442,3.588065374060534e-05,3.761168409255333e-05
8236,22,0.10311952233314514,12,1.0608240131820952,0.46438361207644147,4.504885509959422e-05,4.69916412839666e-05
8237,10,0.17481699585914612,182,1.5151619017124176,0.640790867805481,3.719512051247875e-06,6.62920729155303e-06
8238,4,0.30272382497787476,90,0.5772232860326767,0.2997692674398422,0.00010545663099037483,0.00010983116953866556
8239,18,0.14395399391651154,51,0.5767644320925077,0.6889863573014736,1.9469645849312656e-05,1.9481522031128407e-05
8240,19,0.10188915580511093,46,1.1512185164860316,0.5976320542395115,5.51417224414763e-06,1.2950794371135999e-05
8241,5,0.10310545563697815,192,2.3749332427978516,0.871190994977951,6.269786354096141e-06,1.1298021490802057e-05
8242,7,0.11133621633052826,182,1.1057098656892776,0.6743997434775034,2.725615559029393e-06,4.855392035096884e-06
8243,9,0.11391063034534454,154,0.5605552196502686,0.5012425541877746,2.6780310236063087e-06,2.9192030979174888e-06
8244,4,0.32467198371887207,95,1.0282082358996074,0.5400223731994629,5.558933935390087e-06,6.114740699558752e-06
8245,6,0.11653217673301697,129,1.8169309496879578,0.5240585505962372,1.4548848412232473e-05,1.5946592611726373e-05
8246,5,0.22164855897426605,184,1.4784860610961914,0.26438605785369873,3.4610224020070746e-07,9.987933253796655e-07
8247,5,0.398560494184494,97,0.9976481795310974,0.5240409970283508,3.062923042307375e-06,3.5201483115088195e-06
8248,17,0.14130519330501556,107,1.0366493344306946,0.6458008860548338,5.129965074956999e-07,7.103038228706282e-07
8249,6,0.177610844373703,131,0.9929691354433695,0.6295950710773468,8.542355089957709e-07,1.4154463769955328e-06
8250,5,0.15632382035255432,192,0.7000217735767365,0.4092649221420288,1.721843182167504e-05,1.7988822946790606e-05
8251,7,0.10495930165052414,137,1.1950165554881096,0.6766105194886526,7.146739449126471e-07,2.4910341380746104e-06
8252,11,0.19162380695343018,9,1.3663938144842784,0.5651237480342388,5.377225988922874e-07,2.4521589239157038e-06
8253,7,0.2892128825187683,171,2.5110092163085938,0.9444046666224798,1.4529031432175543e-05,1.4821094737271778e-05
