,num_nodes,edge_prob,number_train_samples_per_dataset,root_std,non_root_std,graph_info_score,baseline_binary,attention_binary,baseline_beta,attention_beta,baseline_uncertain,attention_uncertain
490,3,0.3822142779827118,173,0.520467072725296,0.8172706961631775,0.7777777777777778,-0.005248427391052246,0.02599090337753296,0.004193425178527832,-0.003943920135498047,-0.005504965782165527,-0.0050803422927856445
491,21,0.3761390447616577,17,0.6280741691589355,0.7244763332936499,0.780045351473923,-0.009443521499633789,-0.021665453910827637,-0.02179694175720215,0.04317808151245117,-0.03168201446533203,0.00978308916091919
492,23,0.16880784928798676,96,1.0554317951202392,0.729017491141955,0.3780718336483932,0.4179410934448242,0.07395428419113159,0.43621671199798584,0.44008517265319824,0.3891605734825134,0.44001322984695435
493,11,0.10077207535505295,89,0.8025195279291698,0.29598649591207504,0.2231404958677686,0.9165202975273132,0.912310004234314,0.9156793355941772,0.9155236482620239,0.9152020215988159,0.9174450039863586
494,13,0.26981255412101746,26,1.1953429579734802,0.5408840369094502,0.0,0.6402443647384644,0.646041989326477,0.6421907544136047,0.5486183166503906,0.6373895406723022,0.6127846240997314
495,20,0.2723606526851654,46,0.9916448682546616,0.4866574674844742,0.7875,0.0868040919303894,-0.08456945419311523,0.030026018619537354,-0.07415008544921875,0.043428897857666016,-0.07629919052124023
496,22,0.28266122937202454,164,0.55037988225619,0.5545977344736457,0.621900826446281,0.8565199375152588,0.6158757209777832,0.8503133058547974,0.8292883634567261,0.8447192311286926,0.8367858529090881
497,8,0.2612319588661194,175,1.1585866585373878,0.5346314832568169,0.515625,0.22574371099472046,0.208016037940979,0.22666805982589722,0.21081358194351196,0.22980642318725586,0.21946090459823608
498,8,0.13380901515483856,129,1.5743988752365112,0.5269985884428025,0.1875,0.36949586868286133,0.374014675617218,0.36745065450668335,0.3826802968978882,0.36675095558166504,0.3787097930908203
499,17,0.1714693158864975,4,1.117224633693695,0.6518516024717917,0.2041522491349481,-0.40348196029663086,-0.3888394832611084,-0.37143468856811523,-0.42518699169158936,-0.39272594451904297,-0.37103474140167236
500,22,0.1709621548652649,68,0.9357835836708546,0.8288043013640812,0.26239669421487605,0.01697671413421631,-0.008433938026428223,0.0040223002433776855,0.0012663006782531738,0.007616698741912842,-0.008210539817810059
501,12,0.22053223848342896,172,1.4527084231376648,0.6091305050585005,0.7708333333333334,0.8246203660964966,0.8074612021446228,0.8247228264808655,0.829407811164856,0.8239909410476685,0.8304104804992676
502,14,0.34015369415283203,67,0.9135573108990988,0.8081388365138661,0.413265306122449,0.9239170551300049,0.8679296970367432,0.9222868084907532,0.9242017865180969,0.9215290546417236,0.9257069230079651
503,21,0.14688831567764282,126,0.97542964220047,0.573498023673892,0.41043083900226757,-0.028177976608276367,-0.0271073579788208,-0.02452266216278076,-0.06017792224884033,-0.023130178451538086,-0.05803859233856201
504,24,0.14398682117462158,53,1.5045378108819325,0.5796379248301188,0.4097222222222222,0.007536709308624268,-0.02990424633026123,0.010740816593170166,0.013940691947937012,0.008146882057189941,-0.0008400678634643555
505,7,0.324893593788147,143,1.4532394409179688,0.5841982692480088,0.2857142857142857,0.11327469348907471,0.14806658029556274,0.12662959098815918,0.15730714797973633,0.11741185188293457,0.15134197473526
506,9,0.17126086354255676,110,1.4660314917564392,0.6024450833598772,0.4444444444444444,0.16999244689941406,0.1601467728614807,0.16559594869613647,0.17274528741836548,0.17056840658187866,0.16918081045150757
507,20,0.13666914403438568,104,1.0566367613417762,0.5153079124597403,0.7,0.7264021039009094,0.5368737578392029,0.716277003288269,0.7321722507476807,0.65876305103302,0.7226169109344482
508,8,0.11084476858377457,151,0.9123229895319257,0.38411882519721985,0.09375,0.4787307381629944,0.47319501638412476,0.48097896575927734,0.47854119539260864,0.4785078763961792,0.4761847257614136
509,23,0.21027393639087677,104,0.7462997635205587,0.4980146358994877,0.13988657844990549,0.7680711150169373,0.4597738981246948,0.7385565042495728,0.8016281723976135,0.7439395189285278,0.7790310382843018
510,22,0.16936782002449036,68,1.1543327569961548,0.6119867563247681,0.5743801652892562,0.5656946897506714,0.5276808738708496,0.5289696455001831,0.5299645662307739,0.48320138454437256,0.4980928897857666
511,10,0.2482910454273224,8,0.30742621421813965,0.5623444219430288,0.63,0.03731578588485718,-0.2946118116378784,0.04039573669433594,0.2118648886680603,0.011448562145233154,0.19129222631454468
512,14,0.3100764751434326,175,0.9782816370328268,0.5384641696106304,0.6224489795918368,0.8391677737236023,0.8080518245697021,0.8276388645172119,0.8337575197219849,0.8315761685371399,0.8244112133979797
513,22,0.16255806386470795,119,1.161801556746165,0.5717092117196635,0.7458677685950413,0.6947807669639587,0.12110918760299683,0.698741614818573,0.10372006893157959,0.702336311340332,0.4687677025794983
514,16,0.269325315952301,91,1.0052344004313152,0.37101499621684736,0.234375,0.8334449529647827,0.8062419295310974,0.8388659954071045,0.8541111350059509,0.8195691704750061,0.8452439904212952
515,17,0.14410385489463806,187,0.8908214867115021,0.4377710805697875,0.3771626297577855,0.4728638529777527,0.3062126636505127,0.44206684827804565,0.4972825050354004,0.44989854097366333,0.5014774799346924
516,17,0.3380637466907501,43,0.9995269328355789,0.4940452461059277,0.6678200692041523,0.3741980791091919,0.3424499034881592,0.35964375734329224,0.43852996826171875,0.4094342589378357,0.42474138736724854
517,24,0.1833679974079132,82,1.2734384536743164,0.8045993651214399,0.9722222222222222,0.9059720039367676,0.8210009932518005,0.9078584313392639,0.9003950953483582,0.9076592326164246,0.9013233780860901
518,8,0.1996847689151764,182,1.3389698664347331,0.3879655510187149,0.703125,0.4018414616584778,0.17565685510635376,0.4005144238471985,0.41429269313812256,0.3963339328765869,0.40385937690734863
519,17,0.10499034076929092,38,0.717132106423378,0.5584792781334657,0.18339100346020762,0.09109878540039062,0.13791650533676147,0.07637637853622437,0.12838560342788696,0.07041847705841064,0.131466805934906
520,21,0.1021304726600647,81,1.1111073046922684,0.5883192270994186,0.6122448979591837,0.46606194972991943,0.29960155487060547,0.5040021538734436,0.4731576442718506,0.4731677174568176,0.5247856378555298
521,13,0.1557961404323578,72,1.0811541080474854,0.6023800503462553,0.3727810650887574,0.8479657769203186,0.7442517280578613,0.8199222683906555,0.8622226715087891,0.8318669199943542,0.84568190574646
522,24,0.25409072637557983,34,0.9002827286720276,0.6278719117766932,0.5121527777777778,0.6699097156524658,0.5765490531921387,0.5680232644081116,0.650867223739624,0.5510634779930115,0.5936760902404785
523,25,0.10227606445550919,17,1.1938183416019787,0.6446250932557243,0.0368,0.8470011949539185,0.901942789554596,0.8255312442779541,0.8668376207351685,0.8243708610534668,0.8813413381576538
524,18,0.24183112382888794,170,0.6536046788096428,0.5850557408162526,0.9969135802469136,0.7669174671173096,0.6383006572723389,0.7671286463737488,0.7674746513366699,0.7634986639022827,0.7636952996253967
525,3,0.2513163089752197,59,0.32505035400390625,0.39006930589675903,0.2222222222222222,0.018933594226837158,0.011564791202545166,0.012432336807250977,-0.0043375492095947266,0.017529726028442383,-0.007863998413085938
526,20,0.20101536810398102,6,0.892777544260025,0.6553435027599335,0.435,-0.4708651304244995,-0.9654622077941895,-0.5058488845825195,-0.8211953639984131,-0.5660125017166138,-0.6309285163879395
527,10,0.17234548926353455,90,1.3918408453464508,0.4892208456993103,0.8,0.40987998247146606,0.18792253732681274,0.4081011414527893,0.3987111449241638,0.41192126274108887,0.3993992805480957
528,15,0.11057888716459274,10,0.9256192613393068,0.6749041037900108,0.5955555555555555,-0.49149060249328613,-0.4911172389984131,-0.43200933933258057,-0.1413123607635498,-0.4315207004547119,-0.1257561445236206
529,12,0.15249136090278625,191,0.8717863091400692,0.38073912262916565,0.2777777777777778,0.0802847146987915,0.043560147285461426,0.07231295108795166,0.09191310405731201,0.07288634777069092,0.09129434823989868
530,15,0.38147154450416565,26,0.7165102362632751,0.8194099022791936,0.40444444444444444,0.5339111089706421,0.11573797464370728,0.5473107099533081,0.4209234118461609,0.5020787715911865,0.504920244216919
531,3,0.1910327523946762,25,0.3649616539478302,0.5522753894329071,0.2222222222222222,-0.03434896469116211,-0.0349193811416626,-0.034545063972473145,-0.03521168231964111,-0.033963680267333984,-0.03693890571594238
532,18,0.13571429252624512,26,0.8868589931064181,0.5210429926713308,0.25617283950617287,0.846359133720398,0.8771355152130127,0.7799358367919922,0.8530831336975098,0.7614598274230957,0.8563023805618286
533,25,0.12667199969291687,98,0.8860946953296661,0.5592537902295589,0.4592,0.7170559167861938,0.6881374716758728,0.7153310775756836,0.7023189067840576,0.7056155800819397,0.718936026096344
534,10,0.10666947811841965,172,1.3943969408671062,0.3808297940662929,0.71,0.13727253675460815,0.01864171028137207,0.13615769147872925,0.1304594874382019,0.1390364170074463,0.13034236431121826
535,11,0.34895259141921997,133,1.0106299668550491,0.812490314245224,0.10743801652892562,0.026873350143432617,0.038479506969451904,0.052237510681152344,0.021791577339172363,0.033875882625579834,0.03552979230880737
536,15,0.1264680027961731,122,1.2773951888084412,0.6136887833476067,0.06222222222222222,0.4137764573097229,0.40988850593566895,0.41076546907424927,0.41337382793426514,0.41451239585876465,0.4126890301704407
537,11,0.1945093423128128,130,1.1967987169822056,0.8044384688138961,0.024793388429752067,0.8628708720207214,0.8637226819992065,0.8628124594688416,0.860511839389801,0.8622370362281799,0.8605043888092041
538,10,0.3195406496524811,185,0.4460478027661641,0.427374216062682,0.39,0.010056257247924805,0.012184858322143555,0.012378334999084473,0.010151326656341553,0.01155698299407959,0.002229630947113037
539,10,0.37454667687416077,69,0.4913090243935585,0.5832398012280464,0.43,0.4654964208602905,0.4916243553161621,0.47459638118743896,0.48921746015548706,0.46734583377838135,0.48472124338150024
540,17,0.26307281851768494,98,1.0596827665964763,0.5622052763189588,0.8062283737024222,0.8187463283538818,0.6787875890731812,0.7878521680831909,0.7715691328048706,0.8115440607070923,0.771750807762146
541,8,0.3382743000984192,144,0.9745922684669495,0.3786461076566151,0.953125,0.8859278559684753,0.742991030216217,0.8816302418708801,0.8705055117607117,0.8808531761169434,0.8852286338806152
542,11,0.29576897621154785,139,0.4385460317134857,0.6162973925471306,0.8347107438016529,0.7337380051612854,0.648347020149231,0.739911675453186,0.7424755692481995,0.7405896186828613,0.7404620051383972
543,12,0.16498777270317078,153,1.4524073004722595,0.6979074842400022,0.7013888888888888,-0.013077735900878906,-0.025748848915100098,-0.015519380569458008,-0.01558387279510498,-0.014841437339782715,-0.01537787914276123
544,24,0.15228092670440674,16,1.0897141993045807,0.6554865099489688,0.3559027777777778,0.7701740264892578,0.7565540075302124,0.7918610572814941,0.8031261563301086,0.8019996285438538,0.8059199452400208
545,20,0.27072614431381226,16,0.7862158045172691,0.691813150420785,0.8675,0.031623661518096924,-0.06542074680328369,0.023466885089874268,-0.025696873664855957,0.03229725360870361,0.0161629319190979
546,21,0.1392425000667572,158,0.621546379157475,0.6281416235225541,0.6462585034013606,0.8734987378120422,0.8482077121734619,0.8687610030174255,0.8557391166687012,0.8630991578102112,0.8623813986778259
547,8,0.1709829419851303,147,1.3433219144741695,0.5734722197055817,0.953125,0.39662641286849976,0.3829506039619446,0.39845871925354004,0.4028431177139282,0.3974241018295288,0.4020577669143677
548,17,0.1820482313632965,62,0.6585655212402344,0.5660221150943211,0.7612456747404844,-0.24355995655059814,-0.23081839084625244,-0.20787322521209717,-0.17382991313934326,-0.2360934019088745,-0.18864870071411133
549,5,0.10947782546281815,107,0.7163026332855225,0.7939500361680984,0.76,0.5606006383895874,0.07913702726364136,0.5571332573890686,0.5606056451797485,0.5564595460891724,0.5624231100082397
550,19,0.10395929962396622,195,0.7641449570655823,0.6228506453335285,0.4376731301939058,0.2413339614868164,0.2035018801689148,0.28082114458084106,0.30744028091430664,0.25616633892059326,0.2714921236038208
551,17,0.15584661066532135,187,0.612002931535244,0.7599164981108445,0.49480968858131485,0.3542172908782959,0.3537212610244751,0.3368101716041565,0.36140626668930054,0.33363986015319824,0.3718510866165161
552,15,0.14442504942417145,44,0.8777673294146856,0.6487843493620554,0.14222222222222222,-0.09008121490478516,-0.03462624549865723,-0.07808864116668701,-0.04313361644744873,-0.030208468437194824,-0.04190719127655029
553,25,0.23872627317905426,107,1.1713907271623611,0.578304124729974,0.6464,0.5615549087524414,0.3400424122810364,0.5627208948135376,0.5655254125595093,0.5562645196914673,0.5564860105514526
554,20,0.31282109022140503,199,1.2159361839294434,0.43028806067175335,0.085,0.8135986924171448,0.8131105899810791,0.7795644402503967,0.7861272096633911,0.7787685394287109,0.781652569770813
555,16,0.22494810819625854,22,2.002228230237961,0.48699473092953366,0.66796875,0.1644616723060608,0.14917051792144775,0.29597026109695435,0.19109821319580078,0.2603657841682434,0.25601863861083984
556,7,0.26590442657470703,82,0.945483136177063,0.45600490272045135,0.7551020408163265,0.45023030042648315,0.22717076539993286,0.437934935092926,0.426724910736084,0.4297727942466736,0.4159628748893738
557,24,0.1617935746908188,124,1.5385192513465882,0.6959165726837359,0.3836805555555556,0.33884233236312866,0.37767326831817627,0.3384666442871094,0.3680601119995117,0.3345722556114197,0.3798641562461853
558,12,0.1281599998474121,83,0.7475708772738775,0.5527314990758896,0.9652777777777778,0.6445435285568237,0.5678414106369019,0.6249505877494812,0.6112442016601562,0.637913703918457,0.6289180517196655
559,6,0.12156496196985245,145,0.7793166190385818,0.857038676738739,0.6666666666666666,0.09513050317764282,0.004064321517944336,0.08879107236862183,0.09912145137786865,0.09512442350387573,0.09007227420806885
560,12,0.2951902449131012,143,0.6148079633712769,0.7132582863171896,0.4236111111111111,0.5693480968475342,0.509834349155426,0.5678788423538208,0.5517081022262573,0.5682426691055298,0.5533746480941772
561,24,0.27442994713783264,24,0.5914659748474757,0.6007345103555255,0.8524305555555556,0.8174021244049072,0.6578081250190735,0.8249180316925049,0.8310003280639648,0.8311030268669128,0.7720910906791687
562,24,0.2623634934425354,46,0.47233667472998303,0.6489078303178152,0.7083333333333334,0.3347669243812561,0.28574568033218384,0.298125684261322,0.2924547791481018,0.26855647563934326,0.2623503804206848
563,20,0.19852067530155182,5,1.0648126261574882,0.5642952483433944,0.9775,-0.05982780456542969,-0.399111270904541,-0.05076277256011963,-0.08591282367706299,-0.05079531669616699,-0.08052897453308105
564,12,0.15407896041870117,107,1.1562313934167225,0.6234366471568743,1.0,0.6129149794578552,0.4573593735694885,0.6040358543395996,0.6175229549407959,0.6034647226333618,0.616913914680481
